question_id,format,question,gold_letter,gold_text,model_raw,model_letter,model_text,correct
1,TF,Barbados was established before Cameroon.,b,False,True,a,True,0
2,TF,Cameroon was established before Niger.,b,False,True,a,True,0
3,TF,Niger was established before Kiribati.,a,True,True,a,True,1
4,TF,Kiribati was established before Italy.,b,False,False,b,False,1
5,TF,Italy was established before Lesotho.,a,True,True,a,True,1
6,TF,Lesotho was established before Comoros.,a,True,True,a,True,1
7,TF,Comoros was established before Madagascar.,b,False,False,b,False,1
8,TF,Madagascar was established before Dominica.,a,True,True,a,True,1
9,TF,Dominica was established before Indonesia.,b,False,True,a,True,0
10,TF,Indonesia was established before Chad.,a,True,True,a,True,1
11,TF,Chad was established before Norway.,b,False,False,b,False,1
12,TF,Norway was established before Iran.,a,True,False,b,False,0
13,TF,Iran was established before Gambia.,b,False,True,a,True,0
14,TF,Gambia was established before Cape Verde.,a,True,True,a,True,1
15,TF,Cape Verde was established before Morocco.,b,False,False,b,False,1
16,TF,Morocco was established before Estonia.,a,True,True,a,True,1
17,TF,Estonia was established before New Zealand.,b,False,False,b,False,1
18,TF,New Zealand was established before Bahrain.,a,True,True,a,True,1
19,TF,Bahrain was established before Malaysia.,b,False,False,b,False,1
20,TF,Malaysia was established before Brunei.,a,True,True,a,True,1
21,TF,Brunei was established before Botswana.,b,False,True,a,True,0
22,TF,Botswana was established before Micronesia.,a,True,True,a,True,1
23,TF,Micronesia was established before Nauru.,b,False,False,b,False,1
24,TF,Nauru was established before Fiji.,a,True,False,b,False,0
25,TF,Fiji was established before Guyana.,b,False,False,b,False,1
26,TF,Guyana was established before Japan.,b,False,False,b,False,1
27,TF,Japan was established before Czech Republic.,a,True,True,a,True,1
28,TF,Czech Republic was established before Bhutan.,b,False,False,b,False,1
29,TF,Bhutan was established before Benin.,a,True,False,b,False,0
30,TF,Benin was established before Guatemala.,b,False,False,b,False,1
31,TF,Guatemala was established before Maldives.,a,True,True,a,True,1
32,TF,Maldives was established before Eswatini.,a,True,True,a,True,1
33,TF,Eswatini was established before Ivory Coast.,b,False,False,b,False,1
34,TF,Ivory Coast was established before Chile.,b,False,False,b,False,1
35,TF,Chile was established before Andorra.,b,False,False,b,False,1
36,TF,Andorra was established before Montenegro.,a,True,True,a,True,1
37,TF,Montenegro was established before Nepal.,b,False,False,b,False,1
38,TF,Nepal was established before Burundi.,a,True,True,a,True,1
39,TF,Burundi was established before Haiti.,b,False,False,b,False,1
40,TF,Haiti was established before Iraq.,a,True,True,a,True,1
41,TF,Iraq was established before Laos.,a,True,True,a,True,1
42,TF,Laos was established before Argentina.,b,False,False,b,False,1
43,TF,Argentina was established before Kazakhstan.,a,True,True,a,True,1
44,TF,Kazakhstan was established before Israel.,b,False,False,b,False,1
45,TF,Israel was established before Malta.,a,True,True,a,True,1
46,TF,Malta was established before Myanmar.,b,False,False,b,False,1
47,TF,Myanmar was established before Mauritania.,a,True,True,a,True,1
48,TF,Mauritania was established before Ghana.,b,False,False,b,False,1
49,TF,Ghana was established before Finland.,b,False,False,b,False,1
50,TF,Finland was established before Honduras.,b,False,False,b,False,1
51,TF,Honduras was established before Monaco.,b,False,False,b,False,1
52,TF,Monaco was established before Marshall Islands.,a,True,True,a,True,1
53,TF,Marshall Islands was established before Kenya.,b,False,False,b,False,1
54,TF,Kenya was established before Liberia.,b,False,False,b,False,1
55,TF,Liberia was established before Ethiopia.,a,True,False,b,False,0
56,TF,Ethiopia was established before Malawi.,a,True,True,a,True,1
57,TF,Malawi was established before China.,b,False,False,b,False,1
58,TF,China was established before Namibia.,a,True,True,a,True,1
59,TF,Namibia was established before Algeria.,b,False,False,b,False,1
60,TF,Algeria was established before Austria.,b,False,False,b,False,1
61,TF,Austria was established before Albania.,b,False,True,a,True,0
62,TF,Albania was established before Canada.,b,False,False,b,False,1
