question_id,format,question,gold_letter,gold_text,model_raw,model_letter,model_text,correct
1,TF,Plato and Nietzsche would strongly agree that rational contemplation of eternal truths is the highest human activity.,b,False,False,b,False,1
2,MCQ,Which modern thinker most sharply attacks Plato’s idea of a fixed; higher moral world by arguing that values are human creations shaped by power and life-instincts?,c,Friedrich Nietzsche,C,c,Friedrich Nietzsche,1
3,TF,Aristotle’s view that humans are naturally political animals conflicts with Hobbes’s picture of individuals in a violent state of nature who only later form societies.,a,True,True,a,True,1
4,MCQ,Who portrays isolated individuals in a pre-political war of all against all; in contrast to Aristotle’s idea that humans are social by nature?,a,Thomas Hobbes,A,a,Thomas Hobbes,1
5,TF,Stoic philosophers claim that external fortune does not affect true happiness; whereas modern utilitarians tie morality closely to increasing pleasure and reducing pain.,a,True,True,a,True,1
6,MCQ,Which modern philosopher would most directly oppose the Stoic idea that pain and pleasure are morally irrelevant; by making happiness the standard of right and wrong?,b,John Stuart Mill,B,b,John Stuart Mill,1
7,TF,Epicurus and Kant would disagree about whether the moral worth of an action depends mainly on its consequences for happiness.,a,True,True,a,True,1
8,MCQ,Which philosopher insists that only actions done from duty according to a universal law have true moral worth; rejecting the Epicurean focus on pleasure?,b,Immanuel Kant,B,b,Immanuel Kant,1
9,TF,Confucius’s emphasis on role-based duties and social harmony conflicts with Sartre’s idea that humans are radically free and must create their own values without fixed roles.,a,True,True,a,True,1
10,MCQ,Which modern philosopher famously claims that humans are "condemned to be free;" directly challenging Confucian comfort with stable social roles and rituals?,b,Jean-Paul Sartre,B,b,Jean-Paul Sartre,1
11,TF,Descartes’s rationalist project of grounding knowledge in clear and distinct ideas opposes Hume’s claim that all ideas ultimately come from sensory impressions.,a,True,True,a,True,1
12,MCQ,Which early modern thinker argues that knowledge is built from experience and habit; challenging Descartes’s confidence in innate rational principles?,c,David Hume,C,c,David Hume,1
13,TF,Plato’s belief in a timeless realm of Forms contrasts sharply with Marx’s historical materialism; which roots ideas in changing economic conditions.,a,True,True,a,True,1
14,MCQ,Who argues that social being and material production shape consciousness; opposing Plato’s view that eternal Forms are primary?,a,Karl Marx,A,a,Karl Marx,1
15,TF,Ancient Cynics praised a life of radical simplicity and rejection of social conventions; while modern liberal thinkers often defend individual rights within a complex society.,a,True,True,a,True,1
16,MCQ,Which modern philosopher would most likely argue against the Cynic’s rejection of social institutions by defending a framework of basic liberties and fair cooperation?,b,John Rawls,B,b,John Rawls,1
17,TF,Socrates’s claim that "the unexamined life is not worth living" clashes with some contemporary pragmatist views that prioritize practical problem-solving over constant self-examination.,a,True,True,a,True,1
18,MCQ,Which 20th-century American pragmatist would be most likely to downplay abstract metaphysical debate in favor of practical inquiry about social problems; diverging from Socratic emphasis on universal definitions?,a,John Dewey,A,a,John Dewey,1
19,TF,Aristotle’s teleological view that everything has a natural purpose differs from Darwinian evolutionary theory; which explains species without fixed; built-in ends.,a,True,True,a,True,1
20,MCQ,Which modern thinker’s biological theory most clearly undermines Aristotle’s assumption of fixed natural purposes for species?,b,Charles Darwin,B,b,Charles Darwin,1
21,TF,Augustine’s Christian Platonism grounds moral order in God; while Nietzsche proclaims the "death of God" and calls for revaluing all values.,a,True,True,a,True,1
22,MCQ,Who most explicitly rejects Augustine’s belief in a divine moral order by urging humans to create their own values after the collapse of traditional religion?,b,Friedrich Nietzsche,B,b,Friedrich Nietzsche,1
23,TF,Confucian trust in hierarchical authority and ritual harmony collides with anarchist philosophies that see authority as inherently suspect.,a,True,True,a,True,1
24,MCQ,Which modern political thinker would most strongly criticize Confucian respect for hierarchical rulers by arguing that authority must constantly justify itself against freedom?,a,Mikhail Bakunin,A,a,Mikhail Bakunin,1
25,TF,Classical Indian Charvaka materialists; who rejected karma and an afterlife; anticipate some modern secular or atheist critiques of religion.,a,True,True,a,True,1
26,MCQ,Which modern thinker would most agree with Charvaka in denying supernatural realms and urging focus on this-worldly evidence?,a,David Hume,A,a,David Hume,1
27,TF,Avicenna’s medieval Islamic rationalism tries to harmonize faith with philosophy; while contemporary logical positivists largely dismiss metaphysical theology as meaningless.,a,True,True,a,True,1
28,MCQ,Which 20th-century movement most directly opposes Avicenna’s project by treating metaphysical religious language as cognitively empty?,b,Logical positivism,B,b,Logical positivism,1
29,TF,Aquinas’s natural law theory claims that morality is built into human nature by God; whereas contemporary emotivists treat moral judgments as expressions of feeling rather than objective truths.,a,True,True,a,True,1
30,MCQ,Which 20th-century metaethicist would most directly challenge Aquinas by claiming that saying something is 'wrong' mainly expresses disapproval?,a,A. J. Ayer,A,a,A. J. Ayer,1
31,TF,Plato’s philosopher-king ideal of enlightened rulers conflicts with modern democratic theories that insist political power should rest on equal citizenship rather than expertise alone.,a,True,True,a,True,1
32,MCQ,Which modern philosopher famously defends political principles chosen behind a 'veil of ignorance;' opposing the idea that a small group of wise rulers should simply know best?,a,John Rawls,A,a,John Rawls,1
33,TF,Ancient Stoics claim the universe is ordered by divine reason (logos); while contemporary existentialists often deny any given cosmic meaning or plan.,a,True,True,a,True,1
34,MCQ,Which modern existentialist most explicitly rejects a pre-given human essence; insisting that existence comes before any fixed nature or cosmic plan?,a,Jean-Paul Sartre,A,a,Jean-Paul Sartre,1
35,TF,Confucian emphasis on filial piety and family duties may clash with modern individualist ethics that give priority to personal autonomy over inherited roles.,a,True,True,a,True,1
36,MCQ,Which liberal thinker would most likely argue that adult individuals should be free to choose their own life paths; even when these conflict with Confucian expectations about family duties?,a,John Stuart Mill,A,a,John Stuart Mill,1
37,TF,Buddhist ideas of 'non-self' challenge both Descartes’s 'thinking substance' and modern views that treat the self as a stable inner owner of experiences.,a,True,True,a,True,1
38,MCQ,Which early modern philosopher most clearly embodies the belief in a simple; thinking self that Buddhism would criticize as an illusion?,a,René Descartes,A,a,René Descartes,1
39,TF,Ancient Greek skeptics questioned whether certain knowledge is possible; anticipating modern debates about radical doubt and fallibilism.,a,True,True,a,True,1
40,MCQ,Which 20th-century philosopher’s fallibilist view of science; emphasizing conjectures and refutations; shows kinship with ancient skepticism about certainty?,a,Karl Popper,A,a,Karl Popper,1
41,TF,Locke’s social contract theory envisions limited government protecting property rights; which clashes with Marx’s call for abolishing private ownership of the means of production.,a,True,True,a,True,1
42,MCQ,Which thinker most directly opposes Locke by arguing that private property under capitalism alienates workers and should be transformed through collective ownership?,b,Karl Marx,B,b,Karl Marx,1
43,TF,Ancient Indian Jain philosophy stresses nonviolence toward all living beings; contrasting with Machiavelli’s advice that rulers may need to use cruelty for political stability.,a,True,True,a,True,1
44,MCQ,Which Renaissance thinker famously counsels rulers to be willing to act immorally when necessary; clashing with Jain commitments to nonviolence?,a,Niccolò Machiavelli,A,a,Niccolò Machiavelli,1
45,TF,Traditional African communal philosophies that emphasize 'I am because we are' differ from Cartesian individualism that begins with an isolated thinking self.,a,True,True,a,True,1
