question_id,format,question,gold_letter,gold_text,model_raw,model_letter,model_text,correct
1,TF,In a society that is politically democratic; culturally conservative; economically capitalist; and committed to strong global redistribution; it is plausible that high taxes on wealth would coexist with strict family and moral laws.,a,True,True,a,True,1
2,MCQ,In a democratic; conservative; capitalist society with strong global redistribution; which institutional tension is most likely?,a,Conflicts between business elites and voters over high international tax transfers,A,a,Conflicts between business elites and voters over high international tax transfers,1
3,TF,If a technocratic world government relied on a unified scientific theory accepted by all researchers; it is likely that policy debates would shift more toward values and priorities than disputes about basic facts.,a,True,True,a,True,1
4,MCQ,In a world-state run by scientists using a unified theory of nature; with markets still handling everyday goods; which political controversy would most likely remain?,b,How to balance efficiency vs. fairness when applying scientifically informed policies,B,b,How to balance efficiency vs. fairness when applying scientifically informed policies,1
5,TF,A monarchy that embraces radical egalitarian ethics; strong unions; and universal basic income could still maintain a symbolic royal family while distributing most economic power to workers and citizens.,a,True,True,a,True,1
6,MCQ,In a hereditary monarchy with radical egalitarian economics and universal basic income; which role would the monarch most plausibly end up playing?,b,Largely ceremonial unifying symbol with limited direct economic control,B,b,Largely ceremonial unifying symbol with limited direct economic control,1
7,TF,In a post-scarcity society where advanced automation provides material abundance; it is still plausible that status competition would persist through art; reputation; or influence instead of wealth.,a,True,True,a,True,1
8,MCQ,In a post-scarcity world with guaranteed material needs; which new inequality is most likely to become socially central?,c,Differences in attention; prestige; and decision-making influence,C,c,Differences in attention; prestige; and decision-making influence,1
9,TF,A society could be highly collectivist in culture but still use competitive global markets to allocate resources; leading to firms run cooperatively by workers selling into capitalist world trade.,a,True,True,a,True,1
10,MCQ,In a culturally collectivist but market-based economy; which institutional form is most consistent?,a,Worker-owned cooperatives competing on international stock exchanges,A,a,Worker-owned cooperatives competing on international stock exchanges,1
11,TF,If a global federation adopted strict environmental limits and carbon budgets while keeping national militaries; it is plausible that disputes over resource quotas could become a major source of conflict.,a,True,True,a,True,1
12,MCQ,In a world with binding global climate quotas but independent armies; which risk is most realistic?,a,Wars sparked by accusations of exceeding emissions allocations,A,a,Wars sparked by accusations of exceeding emissions allocations,1
13,TF,A libertarian society that strongly protects individual property rights could still support a minimal universal safety net funded by a flat consumption tax; without abandoning private ownership as a principle.,a,True,True,a,True,1
14,MCQ,In a highly libertarian economy with a small basic income; which policy would most likely be controversial among libertarians themselves?,b,Using mandatory taxes to fund a universal cash benefit,B,b,Using mandatory taxes to fund a universal cash benefit,1
15,TF,It is possible to imagine a highly religious society that nonetheless embraces a rigorous scientific method and funds secular laboratories; treating faith and empirical research as separate spheres.,a,True,True,a,True,1
16,MCQ,In a deeply religious but scientifically advanced society; which arrangement is most plausible?,a,Scientists must recite religious texts before every experiment but otherwise use standard empirical methods,A,a,Scientists must recite religious texts before every experiment but otherwise use standard empirical methods,1
17,TF,A global socialist economy could still make heavy use of market-like price signals internally; treating them as planning tools rather than as expressions of private ownership.,a,True,True,a,True,1
18,MCQ,In a worldwide socialist system using markets for coordination; which feature is most consistent with the design?,b,State or cooperative ownership of most firms; with prices set by trading among them,B,b,State or cooperative ownership of most firms; with prices set by trading among them,1
19,TF,A high-tech authoritarian regime might provide generous welfare; universal healthcare; and free education while tightly controlling expression and political opposition.,a,True,True,a,True,1
20,MCQ,In an authoritarian welfare state with advanced surveillance; which trade-off is most plausible?,a,High social security but low privacy and limited dissent,A,a,High social security but low privacy and limited dissent,1
21,TF,A world where AI systems run most administrative tasks while elected humans still set goals would likely face debates about whether algorithms are biased or transparent enough.,a,True,True,a,True,1
22,MCQ,In a human-democratic but AI-administered government; which new institution is most plausible?,a,An independent "algorithm court" auditing models for fairness and accountability,A,a,An independent "algorithm court" auditing models for fairness and accountability,1
23,TF,A society that is culturally individualist but has public ownership of key industries might celebrate personal lifestyle freedom while restricting private monopolies in energy or transportation.,a,True,True,a,True,1
24,MCQ,In an individualist culture with public ownership of infrastructure; which combination is most coherent?,a,State-run railways plus strong protection for diverse lifestyles and speech,A,a,State-run railways plus strong protection for diverse lifestyles and speech,1
25,TF,A global order could; in principle; combine open borders for people with strict tariffs on goods; leading to high migration but protection of local industries.,a,True,True,a,True,1
26,MCQ,In a world with free movement of people but heavy tariffs on physical imports; which outcome is most likely?,a,Increased incentives for people to move rather than ship goods,A,a,Increased incentives for people to move rather than ship goods,1
27,TF,A planet-wide council could enforce strict anti-war rules while allowing intense economic competition; making trade rivalries more important than military ones.,a,True,True,a,True,1
28,MCQ,In a world where war is banned by credible global enforcement; which conflict channel becomes most prominent?,a,Tariffs; sanctions; and technological competition,A,a,Tariffs; sanctions; and technological competition,1
29,TF,A civilization could adopt radical transparency laws; requiring all government meetings and budgets to be public; while still keeping individual health data private.,a,True,True,a,True,1
30,MCQ,In a regime of radical transparency; which policy best matches the principle while preserving basic privacy?,a,Publishing all government decisions and contracts while anonymizing citizens’ medical records,A,a,Publishing all government decisions and contracts while anonymizing citizens’ medical records,1
