question_id,template_type,question_format,question,gold_answer_letter,gold_answer_text,model_raw_answer,model_parsed_letter,model_parsed_text,is_correct
1,unknown,TF,"Given a socio-economic structure based on Laissez-faire Capitalism and a political belief in Anarcho-Syndicalism, societies can thrive by achieving high economic equality and low state coercion.",a,True,False,b,False,0
2,unknown,MCQ,"To achieve rapid technological innovation and widespread wealth generation, which combination of structures is historically most effective?",c,Market Socialism + Direct Democracy,B,b,Rule of Law + Free Market Capitalism + Investment in R&D,0
3,unknown,TF,"Given a scientific worldview based on Political Control of Science (e.g., Lysenkoism) and a global policy of Mass Industrialization, societies can thrive by achieving accurate agricultural output predictions and scientific integrity.",b,False,False,b,False,1
4,unknown,MCQ,"For a society to prioritize environmental sustainability and social welfare, which combination of policies is most suitable?",d,Gold Standard + Military Expansion,B,b,Strong Environmental Protection + Progressive Taxation for Social Services,0
5,unknown,TF,"Given a political leadership of Machiavellian Realpolitik and a public belief in Kantian Deontology, the society can thrive by maintaining stable international relations through mutual trust and cooperation.",b,False,False,b,False,1
6,unknown,MCQ,"To optimize for long-term infrastructure development and generational equity, which combination of socio-economic and policy structures is necessary?",c,Short-term Tax Cuts + Debt Accumulation,A,a,Low Corruption + Public Investment in Education and Sustainable Debt Management,0
7,unknown,TF,"Given a political philosophy based on Totalitarianism and a socio-economic structure of Decentralized Bartering, societies can thrive by achieving high levels of individual political freedom.",b,False,False,b,False,1
8,unknown,MCQ,"For a society to successfully navigate a global pandemic while respecting individual liberties, which combination of policies is most effective?",a,Mandatory Quarantine + Abolition of Private Property,B,b,Transparent Scientific Communication + Voluntary Compliance + Targeted Public Health Interventions,0
9,unknown,TF,"Given a philosophical belief in Nietzschean Perspectivism and a scientific worldview of Logical Positivism, the society can thrive by establishing absolute, objective, and universal moral laws.",b,False,False,b,False,1
10,unknown,MCQ,"To maximize cultural dynamism and social critique, which combination of political and philosophical beliefs is necessary?",a,Totalitarianism + Fundamentalism,B,b,Freedom of Speech + Academic Freedom + Diverse Media Ownership,0
11,unknown,TF,"Given a socio-economic structure based on Command Economy and a political belief in Direct Democracy, societies can thrive by efficiently allocating resources based on consumer choice.",a,True,False,b,False,0
12,unknown,MCQ,"To achieve low violent crime rates and high civic trust, which combination of policy and structure is empirically most effective?",a,High Wealth Inequality + Militarized Police,B,b,Strong Social Safety Nets + Community Policing + Focus on Education,0
13,unknown,TF,"Given a global policy of Extreme Isolationism and a socio-economic structure of Primitive Communalism, the society can thrive by achieving rapid advances in microchip technology.",b,False,False,b,False,1
14,unknown,MCQ,"For a society to ensure stable food supply and rural economic health, what combination of policies is essential?",d,Abolish All Property Rights + Rely on Wild Foraging,C,c,Sustainable Land Management + Agricultural Innovation + Market Access,0
15,unknown,TF,"Given a philosophical leader advocating Sartre's Radical Freedom and a scientific worldview of Behavioral Determinism, the society can thrive by achieving widespread psychological peace and lack of existential anxiety.",a,True,False,b,False,0
16,unknown,MCQ,"To maximize long-term political stability and peaceful transfer of power, which structure is crucial?",d,Military Junta + Frequent Purges,A,a,A Constitution + Separation of Powers + Institutionalized Checks and Balances,0
17,unknown,TF,"Given a political belief in Technocracy and a global policy of Open Source Data Sharing, the society can thrive by maximizing irrational, democratic participation in policy making.",b,False,False,b,False,1
18,unknown,MCQ,"To successfully manage mass urbanization while maintaining quality of life, which policy combination is critical?",a,Integrated Public Transit + Affordable Housing + Decentralized Resource Management,A,a,Integrated Public Transit + Affordable Housing + Decentralized Resource Management,1
19,unknown,TF,"Given a scientific worldview of Climate Change Denial and a socio-economic structure of Fossil Fuel Subsidy, the society can thrive by achieving long-term energy independence without environmental cost.",a,True,False,b,False,0
20,unknown,MCQ,"To maximize social mobility and equality of opportunity, which combination of beliefs and policies is most effective?",d,Strict Laissez-faire + No Public Education,A,a,Progressive Tax + Universal Access to High-Quality Education,0
21,unknown,TF,"Given a philosophical belief in Platonic Idealism and a global policy of Aggressive Military Expansion, the society can thrive by achieving true peace through universal objective justice.",a,True,False,b,False,0
22,unknown,MCQ,"To optimize for effective crisis response and public trust in government, which structural element is most vital?",a,"Slow, Centralized Bureaucracy",B,b,Decentralized Authority + Clear Lines of Communication + Transparency,0
23,unknown,TF,"Given a political leadership of Stoic Pragmatism and a socio-economic structure of Hyper-Speculative Finance, the society can thrive by eliminating market bubbles and achieving stable growth.",b,False,False,b,False,1
24,unknown,MCQ,"For a society to successfully integrate immigrants and maintain social cohesion, which policy combination is most suitable?",d,Unregulated Open Borders + No Social Services,A,a,Multicultural Education + Economic Integration + Clear Legal Pathways,0
25,unknown,TF,"Given a socio-economic structure of Neofeudalism and a global policy of Radical Free Trade, the society can thrive by achieving high rates of worker empowerment and unionization.",b,False,False,b,False,1
26,unknown,MCQ,"To maximize national security and civil liberties simultaneously, which combination of political and policy beliefs is ideal?",c,Isolationism + No Standing Army,A,a,Robust Judicial Oversight + Targeted Intelligence + Strong Constitutional Rights,0
27,unknown,TF,"Given a philosophical belief in Marxist Materialism and a socio-economic structure of Hereditary Privilege, the society can thrive by achieving a stable class structure and worker satisfaction.",a,True,False,b,False,0
28,unknown,MCQ,"For a society to successfully transition to renewable energy and economic diversification, which policy combination is essential?",b,Massive Subsidies for Legacy Coal Industry + Tax on Solar,A,a,Carbon Tax + Investment in Green R&D + Infrastructure Upgrades,0
29,unknown,TF,"Given a political belief in Oligarchy and a global policy of Universal Healthcare, the society can thrive by distributing resources equally based on need, not influence.",a,True,False,b,False,0
30,unknown,MCQ,"To maximize scientific output and educational excellence, which combination of beliefs and policies is most necessary?",c,Abolish Universities + Only Private Research,A,a,Academic Freedom + Peer Review + Significant Public Funding for Research,0
31,unknown,TF,"Given a scientific worldview of Creationism and a socio-economic structure of Biotechnology Dominance, the society can thrive by achieving rapid advances in genetic engineering.",b,False,False,b,False,1
32,unknown,MCQ,"For a society to manage public debt effectively and maintain fiscal discipline, which policy combination is crucial?",c,Sell All National Assets + Rely on Foreign Aid,A,a,Balanced Budget Mechanisms + Independent Central Bank + Progressive Tax Code,0
33,unknown,TF,"Given a political belief in Monarchy and a philosophical belief in Rousseau's General Will, the society can thrive by achieving governance based on popular democratic sovereignty.",b,False,False,b,False,1
34,unknown,MCQ,"To achieve high literacy rates and informed citizenship, which combination of policies is essential?",b,Privatize All Schools + Censor Textbooks,A,a,Universal Public Education + Media Pluralism + Open Access to Information,0
35,unknown,TF,"Given a socio-economic structure of Market Socialism and a global policy of Total Trade Protectionism, the society can thrive by maximizing foreign direct investment and export revenue.",b,False,False,b,False,1
36,unknown,MCQ,"For a society to effectively adapt to automation and job displacement, which combination of socio-economic policy is most predictive of success?",a,Universal Basic Income (UBI) + Investment in Lifelong Learning + Flexible Labor Markets,A,a,Universal Basic Income (UBI) + Investment in Lifelong Learning + Flexible Labor Markets,1
37,unknown,TF,"Given a philosophical belief in Ayn Rand's Objectivism and a political structure of Democratic Socialism, the society can thrive by achieving minimal wealth inequality and maximum collective ownership.",a,True,False,b,False,0
38,unknown,MCQ,"To maximize public health outcomes and disease prevention, which combination of policies and structures is critical?",a,Total Privatization of Hospitals + Ban All Research,B,b,Strong Public Health Infrastructure + Universal Vaccination Programs + Clean Water/Sanitation,0
39,unknown,TF,"Given a political belief in Theocracy and a scientific worldview of Empirical Rationalism, the society can thrive by achieving full separation of church and state.",b,False,False,b,False,1
40,unknown,MCQ,"To maximize long-term international peace and global economic cooperation, which combination of policies is essential?",a,Mutual Trade Agreements + Diplomatic Institutions + Respect for International Law,A,a,Mutual Trade Agreements + Diplomatic Institutions + Respect for International Law,1
41,unknown,TF,"Given a socio-economic structure of Mercantilism and a political belief in Liberal Democracy, the society can thrive by maximizing free trade and consumer choice.",b,False,False,b,False,1
42,unknown,MCQ,"For a society to ensure effective legal system and fair judicial process, which structural element is most critical?",c,Juries selected randomly from the ruling class,B,b,Independent Judiciary + Due Process + Rule of Law,0
43,unknown,TF,"Given a scientific worldview of Empiricism and a political belief in Authoritarianism, the society can thrive by achieving free flow of dissenting scientific ideas.",a,True,False,b,False,0
44,unknown,MCQ,"To maximize long-term stability and adaptability in a changing world, which combination of political and social beliefs is best?",d,Total Anarchy + No Common Goals,A,a,Strong Meritocracy + Institutionalized Self-Correction and Criticism,0
45,unknown,TF,"Given a philosophical belief in Stoicism and a socio-economic structure of Excessive Materialism, the society can thrive by minimizing emotional suffering and promoting inner peace.",a,True,False,b,False,0
46,unknown,MCQ,"For a society to manage scarce natural resources sustainably and equitably, which combination of policy and structure is crucial?",b,Privatize All Water + No Environmental Regulation,A,a,Resource Cap and Trade System + Investment in Circular Economy Technology,0
47,unknown,TF,"Given a global policy of Mass Disarmament and a political belief in Expansionist Nationalism, the society can thrive by maintaining stable borders and mutual security.",a,True,False,b,False,0
48,unknown,MCQ,"To maximize infrastructure resilience against climate disasters and natural shocks, which policy combination is necessary?",a,Risk Assessment + Climate-Proofing Standards + Decentralized Power Grids,A,a,Risk Assessment + Climate-Proofing Standards + Decentralized Power Grids,1
49,unknown,TF,"Given a socio-economic structure of Keynesianism and a philosophical belief in Ayn Rand's Objectivism, the society can thrive by minimizing cyclical unemployment through robust government spending.",a,True,False,b,False,0
50,unknown,MCQ,"To achieve high levels of happiness and psychological well-being across the population, which combination of structures and beliefs is most effective?",b,Focus Exclusively on GDP Growth + Long Work Hours,A,a,Strong Social Bonds + Work-Life Balance + Access to Mental Healthcare,0
51,unknown,TF,"Given a political belief in Direct Democracy and a scientific worldview of Flat Earth Theory, the society can thrive by making highly informed, data-driven decisions.",a,True,False,b,False,0
52,unknown,MCQ,"For a society to manage inflation and economic stability, which structural policy is most critical?",c,Printing Uncontrolled Amounts of Currency + Eliminate All Savings,A,a,Independent Central Bank + Flexible Interest Rates + Fiscal Discipline,0
53,unknown,TF,"Given a philosophical belief in Marxist Materialism and a socio-economic structure of Shareholder Capitalism, the society can thrive by eliminating the alienation of the proletariat.",b,False,False,b,False,1
54,unknown,MCQ,"To maximize gender equality and female workforce participation, which combination of policies is essential?",c,Abolish All Labor Laws + Focus on Heavy Industry,A,a,Mandatory Paid Parental Leave + Equal Pay Legislation + Universal Childcare Access,0
55,unknown,TF,"Given a global policy of Aggressive Tariff Hikes and a socio-economic structure of Export-Oriented Economy, the society can thrive by maximizing international trade revenue.",b,False,False,b,False,1
56,unknown,MCQ,"To achieve low corruption and high government accountability, which structural combination is necessary?",c,Independent Audit Institutions + Transparency Laws + Competitive Elections,C,c,Independent Audit Institutions + Transparency Laws + Competitive Elections,1
