question_id,template_type,question_format,question,gold_answer_letter,gold_answer_text,model_raw_answer,model_parsed_letter,model_parsed_text,is_correct
1,unknown,TF,"Socrates believed virtue could be taught through dialectical inquiry, while Plato eventually developed the Theory of Forms to explain virtue's eternal nature.",a,True,True,a,True,1
2,unknown,MCQ,Which statement accurately captures the philosophical disagreement between Socrates and Plato on the nature of knowledge and virtue?,a,Socrates used the elenchus to expose ignorance; Plato developed recollection to explain how knowledge of Forms is innate.,A.,a,Socrates used the elenchus to expose ignorance; Plato developed recollection to explain how knowledge of Forms is innate.,1
3,unknown,TF,Socrates directly influenced Plato to reject all forms of knowledge beyond sensory experience.,b,False,False,b,False,1
4,unknown,MCQ,Which statement accurately characterizes the philosophical difference between Socrates and Plato regarding the nature of knowledge and virtue?,b,Socrates used the elenchus to expose ignorance; Plato developed recollection to explain how knowledge of Forms is innate.,B.,b,Socrates used the elenchus to expose ignorance; Plato developed recollection to explain how knowledge of Forms is innate.,1
5,unknown,TF,"Plato argued universals (Forms) exist beyond the physical world, while Aristotle claimed universals exist only instantiated in particular substances.",a,True,True,a,True,1
6,unknown,MCQ,Which statement accurately captures the philosophical disagreement between Plato and Aristotle on the metaphysical status of universals and particulars?,a,Plato's transcendent realm of Forms contrasts with Aristotle's hylomorphic composition of form and matter.,A.,a,Plato's transcendent realm of Forms contrasts with Aristotle's hylomorphic composition of form and matter.,1
7,unknown,TF,Aristotle's theory of categories was merely an elaboration of Plato's Theory of Forms without fundamental disagreement.,b,False,False,b,False,1
8,unknown,MCQ,Which statement accurately characterizes the philosophical difference between Plato and Aristotle regarding the metaphysical status of universals and particulars?,b,Plato's transcendent realm of Forms contrasts with Aristotle's hylomorphic composition of form and matter.,B,b,Plato's transcendent realm of Forms contrasts with Aristotle's hylomorphic composition of form and matter.,1
9,unknown,TF,Aristotle grounded metaphysics in the principle of non-contradiction and natural theology; Augustine subordinated natural reason to scriptural revelation.,a,True,True,a,True,1
10,unknown,MCQ,Which statement accurately captures the philosophical disagreement between Aristotle and Augustine on the relationship between rational demonstration and revealed truth?,a,Aristotle's demonstration requires necessary premises; Augustine's illumination transcends rational necessity through divine grace.,A.,a,Aristotle's demonstration requires necessary premises; Augustine's illumination transcends rational necessity through divine grace.,1
11,unknown,TF,Augustine's divine illumination theory was directly adopted from Aristotelian epistemology without modification.,b,False,False,b,False,1
12,unknown,MCQ,Which statement accurately characterizes the philosophical difference between Aristotle and Augustine regarding the relationship between rational demonstration and revealed truth?,b,Aristotle's demonstration requires necessary premises; Augustine's illumination transcends rational necessity through divine grace.,B.,b,Aristotle's demonstration requires necessary premises; Augustine's illumination transcends rational necessity through divine grace.,1
13,unknown,TF,Augustine emphasized divine illumination with skepticism toward unaided human reason; Aquinas integrated Aristotelian natural reason as complementary to faith.,a,True,True,a,True,1
14,unknown,MCQ,Which statement accurately captures the philosophical disagreement between Augustine and Thomas Aquinas on the role of natural reason in theological understanding?,a,Augustine prioritized the will's illumination; Aquinas affirmed reason's autonomous capacity to know God's existence.,A.,a,Augustine prioritized the will's illumination; Aquinas affirmed reason's autonomous capacity to know God's existence.,1
15,unknown,TF,Aquinas' five ways of demonstrating God's existence were anticipated and rejected by Augustine's theological framework.,b,False,False,b,False,1
16,unknown,MCQ,Which statement accurately characterizes the philosophical difference between Augustine and Thomas Aquinas regarding the role of natural reason in theological understanding?,b,Augustine prioritized the will's illumination; Aquinas affirmed reason's autonomous capacity to know God's existence.,B.,b,Augustine prioritized the will's illumination; Aquinas affirmed reason's autonomous capacity to know God's existence.,1
17,unknown,TF,Descartes grounded causation in God's immutability and conservation of motion; Hume reduced causation to constant conjunction of impressions without necessity.,a,True,True,a,True,1
18,unknown,MCQ,Which statement accurately captures the philosophical disagreement between René Descartes and David Hume on the metaphysical status of causation and necessary connection?,a,Descartes: causation is objective metaphysical necessity; Hume: causation is subjective mental habit.,A.,a,Descartes: causation is objective metaphysical necessity; Hume: causation is subjective mental habit.,1
19,unknown,TF,Hume's concept of causation was derived directly from and affirmed Cartesian philosophy.,b,False,False,b,False,1
20,unknown,MCQ,Which statement accurately characterizes the philosophical difference between René Descartes and David Hume regarding the metaphysical status of causation and necessary connection?,b,Descartes: causation is objective metaphysical necessity; Hume: causation is subjective mental habit.,B.,b,Descartes: causation is objective metaphysical necessity; Hume: causation is subjective mental habit.,1
21,unknown,TF,Hume argued all knowledge is either analytic (relations of ideas) or empirical (matters of fact); Kant argued synthetic a priori knowledge is possible through transcendental categories.,a,True,True,a,True,1
22,unknown,MCQ,Which statement accurately captures the philosophical disagreement between David Hume and Immanuel Kant on the possibility of synthetic a priori knowledge?,a,Hume: no synthetic a priori knowledge; Kant: the subject's categories make synthetic a priori knowledge necessary and universal.,A.,a,Hume: no synthetic a priori knowledge; Kant: the subject's categories make synthetic a priori knowledge necessary and universal.,1
23,unknown,TF,Kant accepted Hume's strict dichotomy between analytic and empirical knowledge and merely applied it differently.,b,False,False,b,False,1
24,unknown,MCQ,Which statement accurately characterizes the philosophical difference between David Hume and Immanuel Kant regarding the possibility of synthetic a priori knowledge?,b,Hume: no synthetic a priori knowledge; Kant: the subject's categories make synthetic a priori knowledge necessary and universal.,B,b,Hume: no synthetic a priori knowledge; Kant: the subject's categories make synthetic a priori knowledge necessary and universal.,1
25,unknown,TF,Kant limited reason to phenomena within the subject's conceptual framework; Hegel dissolved the thing-in-itself by identifying thought with reality through dialectical development.,a,True,True,a,True,1
26,unknown,MCQ,Which statement accurately captures the philosophical disagreement between Immanuel Kant and Georg Hegel on the nature of reason and its relationship to reality?,a,Kant: transcendental structures limit knowledge; Hegel: reason comprehends absolute reality through dialectical mediation.,A.,a,Kant: transcendental structures limit knowledge; Hegel: reason comprehends absolute reality through dialectical mediation.,1
27,unknown,TF,Hegel's absolute idealism directly affirmed Kant's distinction between phenomena and noumena.,b,False,False,b,False,1
