question_id,template_type,question_format,question,gold_answer_letter,gold_answer_text,model_raw_answer,model_parsed_letter,model_parsed_text,is_correct
1,unknown,TF,"If the first discovery of large-scale irrigation engineering had occurred in prehistoric Britain instead of Mesopotamia, would the agricultural density of the Fertile Crescent still emerge in the same pattern?",b,False,False,b,False,1
2,unknown,MCQ,"If sophisticated irrigation canals originated in prehistoric Britain rather than Mesopotamia, which outcome is most plausible?",d,Roman Britain would colonize India in the Bronze Age,A,a,"Near Eastern societies might adopt irrigation later through indirect borrowing, shifting the region’s agricultural dominance timeline",0
3,unknown,TF,"If the earliest discovery of copper–tin alloying had occurred in the Andes rather than Anatolia, would Eurasian Bronze Age timelines remain identical?",b,False,False,b,False,1
4,unknown,MCQ,"If bronze alloying originated in the Andes, which ripple effect is most realistic?",b,Eurasia would never develop metal tools at all,A,a,Metal trade networks between Andean regions may expand earlier while Eurasia independently develops alloys through different sources,0
5,unknown,TF,"If the discovery of long-distance camel domestication first happened in Southeast Asia rather than Arabia, would trans-Arabian caravan trade still develop the same way?",a,True,False,b,False,0
6,unknown,MCQ,"If camel domestication emerged in Southeast Asia first, which scenario is most plausible?",c,Wheeled carts would be outlawed globally,A,a,"Arabian trade networks might form later or differently, while Southeast Asian overland routes gain earlier prominence",0
7,unknown,TF,"If early celestial navigation by star-lattices originated in Mali instead of Polynesia, would Pacific wayfinding traditions be unchanged?",b,False,False,b,False,1
8,unknown,MCQ,"If star-lattice navigation emerged in Mali, which effect is most plausible?",b,The Earth’s rotation would reverse direction,A,a,"West African maritime paths could become more structured earlier, while Pacific navigators still innovate independently",0
9,unknown,TF,"If the first mapping of monsoon wind cycles occurred in Arabia instead of India, seasonal trade between East Africa and South Asia would still follow the same timings.",a,True,True,a,True,1
10,unknown,MCQ,"If monsoon cycle discovery began in Arabia, which downstream effect is realistic?",d,Mediterranean storms would cease to exist,A,a,"Arabian sailors might dominate early monsoon navigation, while South Asian traders adopt or parallel the knowledge later",0
11,unknown,TF,"If the first workable calendar-astronomy tables appeared in Mesoamerica instead of the Near East, Eurasian agricultural scheduling would remain unchanged.",b,False,False,b,False,1
12,unknown,MCQ,"If advanced calendar astronomy originated in Mesoamerica, which outcome fits best?",c,Europe would become permanently nomadic,A,a,"American societies gain earlier precision in planting cycles, while Eurasian calendars still develop independently later",0
13,unknown,TF,"If early domestication of citrus fruits happened in the Mediterranean instead of Southeast Asia, would global citrus genetics remain the same?",a,True,False,b,False,0
14,unknown,MCQ,"If Mediterranean citrus domestication occurred first, which effect is most plausible?",a,Hybridization paths might change regionally even though long-term global citrus diversity still forms,A,a,Hybridization paths might change regionally even though long-term global citrus diversity still forms,1
15,unknown,TF,"If the discovery of mass textile weaving began in Persia rather than India, Silk Road fiber economics would remain unaffected.",b,False,False,b,False,1
16,unknown,MCQ,"If mass weaving originated in Persia, which consequence is most realistic?",b,Europe would lose the ability to spin wool,A,a,"Persian textile centers might dominate earlier, with Indian weaving traditions emerging later or in different forms",0
17,unknown,TF,"If the earliest discovery of coastal fish-smoking for preservation began in Scandinavia rather than Southeast Asia, maritime trade patterns in the Pacific would remain identical.",b,False,False,b,False,1
18,unknown,MCQ,"If early fish-preservation techniques originated in Scandinavia, what is the most plausible ripple effect?",a,"Northern trade hubs might sustain larger communities earlier, while Asian methods arise independently",A,a,"Northern trade hubs might sustain larger communities earlier, while Asian methods arise independently",1
19,unknown,TF,"If proto-banking systems were discovered first in the Andes rather than Mesopotamia, would Eurasian credit systems form at the same pace?",b,False,False,b,False,1
20,unknown,MCQ,"If Andean proto-banking emerged first, which scenario best reflects realistic changes?",c,Writing systems would permanently disappear,A,a,"Andean states may standardize record-keeping earlier, with Eurasian banking still forming later via different triggers",0
21,unknown,TF,"If advanced stone-masonry precision emerged in Southeast Asia before the Inca, Andean architecture would still develop identically.",a,True,False,b,False,0
22,unknown,MCQ,"If precision stone-masonry originated in Southeast Asia, which ripple effect is most plausible?",d,Indian metallurgy would collapse,A,a,Southeast Asian temple complexes may innovate sooner while Andean masonry arises independently,0
23,unknown,TF,"If the earliest discovery of long-distance desert caravan logistics occurred in India instead of North Africa, the Sahara trade routes would still form in the same sequence.",b,False,False,b,False,1
24,unknown,MCQ,"If early caravan logistics originated in India, which consequence matches realistic historical diffusion?",a,"Indian overland networks might expand earlier, with Sahara caravans forming later via separate traditions",A,a,"Indian overland networks might expand earlier, with Sahara caravans forming later via separate traditions",1
25,unknown,TF,"If the discovery of olive oil pressing began in Egypt instead of the Aegean, Mediterranean trade specialization would remain identical.",a,True,False,b,False,0
26,unknown,TF,"If early glacier-mapping techniques originated in the Tibetan Plateau instead of Scandinavia, would European climate studies still have developed along the same timeline?",b,False,False,b,False,1
27,unknown,MCQ,"If glacier-mapping originated in the Tibetan Plateau, which downstream effect is most plausible?",a,"Asian scholars might refine high-altitude climate models earlier, while European glaciology develops independently later",A,a,"Asian scholars might refine high-altitude climate models earlier, while European glaciology develops independently later",1
28,unknown,TF,"If the earliest discovery of pumice-based surgical cleaning emerged in Polynesia instead of Rome, sanitation practices in Europe would still progress identically.",b,False,False,b,False,1
29,unknown,MCQ,"If pumice-based wound cleaning originated in Polynesia, what is the most plausible outcome?",d,North America would develop antibiotics in 500 BCE,A,a,"Polynesian healers may reduce infection earlier, while Mediterranean medicine eventually adopts parallel methods",0
30,unknown,TF,"If the discovery of the psychological 'illusion of truth' bias occurred in medieval Persia instead of 20th-century Europe, would modern propaganda studies be unchanged?",a,True,False,b,False,0
31,unknown,MCQ,"If the 'illusion of truth' bias was formally documented in medieval Persia, which consequence is most plausible?",b,All forms of language deception would vanish forever,A,a,"Persian scholars might influence rhetorical training earlier, while modern cognitive science still forms independently",0
32,unknown,TF,"If the first discovery of large-scale cave art preservation techniques originated in the Congo Basin instead of Europe, would Paleolithic interpretation trends in France remain identical?",b,False,False,b,False,1
33,unknown,MCQ,"If cave art preservation originated in Central Africa, what is the most realistic ripple effect?",a,"African cave systems may gain earlier archaeological status, while European caves still become major research sites later",A,a,"African cave systems may gain earlier archaeological status, while European caves still become major research sites later",1
34,unknown,TF,"If early medicinal mushroom classification was first documented in Siberia instead of China, would East Asian herbal medicine still evolve the same way?",a,True,False,b,False,0
35,unknown,MCQ,"If medicinal mushroom classification originated in Siberia, which downstream effect is most plausible?",a,"Siberian healers might systematize fungi earlier, while Chinese pharmacology still develops its own traditions",A,a,"Siberian healers might systematize fungi earlier, while Chinese pharmacology still develops its own traditions",1
36,unknown,TF,"If early river-delta mapping techniques arose in ancient Vietnam instead of Egypt, would Nile flood modeling still emerge the same way?",a,True,False,b,False,0
37,unknown,MCQ,"If sophisticated delta mapping originated in Vietnam, which outcome is most realistic?",c,Continental drift would stop entirely,A,a,"Southeast Asia might refine delta agriculture earlier, while Egypt still develops independent hydrology expertise",0
38,unknown,TF,"If the discovery of coral-bleaching mechanisms originated in East Africa instead of Australia, Indian Ocean reef policies would still evolve identically.",b,False,False,b,False,1
