question_id,format,question,gold_letter,gold_text,model_raw,model_letter,model_text,correct
1,TF,[Elon Musk] met [Jeff Bezos] in [2021] to discuss [space exploration collaboration].,a,True,False,b,False,0
2,TF,[Mark Zuckerberg] met [Sundar Pichai] in [2022] to discuss [AI regulation].,a,True,True,a,True,1
3,TF,[Bill Gates] met [Tim Cook] in [2020] to discuss [global health initiatives].,a,True,False,b,False,0
4,TF,[Angela Merkel] met [Emmanuel Macron] in [2019] to discuss [climate change policies].,a,True,True,a,True,1
5,TF,[Vladimir Putin] met [Xi Jinping] in [2021] to discuss [energy security].,a,True,True,a,True,1
6,MCQ,Which leader met [Narendra Modi] in [2022] to discuss [digital infrastructure]?,c,Joe Biden,C,c,Joe Biden,1
7,TF,[Kamala Harris] met [Ursula von der Leyen] in [2023] to discuss [supply chain security].,a,True,True,a,True,1
8,TF,[Joe Biden] met [Justin Trudeau] in [2021] to discuss [climate agreements].,a,True,True,a,True,1
9,MCQ,Which entrepreneur met [Satya Nadella] in [2020] to discuss [cloud computing advancements]?,a,Elon Musk,C,c,Mark Zuckerberg,0
10,TF,[Sundar Pichai] met [Sheryl Sandberg] in [2022] to discuss [AI ethics].,a,True,False,b,False,0
11,TF,[Elon Musk] met [NASA Administrator Bill Nelson] in [2021] to discuss [Mars mission collaboration].,a,True,True,a,True,1
12,TF,[Jeff Bezos] met [Richard Branson] in [2022] to discuss [commercial spaceflight].,a,True,True,a,True,1
13,MCQ,Which tech CEO met [Elon Musk] in [2020] to discuss [AI safety]?,b,Sundar Pichai,D,d,Tim Cook,0
14,TF,[Angela Merkel] met [Joe Biden] in [2021] to discuss [global health initiatives].,a,True,True,a,True,1
15,TF,[Xi Jinping] met [Vladimir Putin] in [2020] to discuss [energy partnerships].,a,True,True,a,True,1
16,MCQ,Which leader met [Boris Johnson] in [2021] to discuss [COVID-19 vaccine distribution]?,c,Joe Biden,C,c,Joe Biden,1
17,TF,[Sheryl Sandberg] met [Susan Wojcicki] in [2022] to discuss [social media content regulation].,a,True,False,b,False,0
18,TF,[Tim Cook] met [Sundar Pichai] in [2020] to discuss [cloud services expansion].,a,True,False,b,False,0
19,MCQ,Which entrepreneur met [Mark Zuckerberg] in [2021] to discuss [metaverse development]?,a,Elon Musk,D,d,Satya Nadella,0
20,TF,[Satya Nadella] met [Sundar Pichai] in [2022] to discuss [AI collaboration].,a,True,False,b,False,0
21,TF,[Joe Biden] met [Emmanuel Macron] in [2021] to discuss [climate initiatives].,a,True,True,a,True,1
22,MCQ,Which leader met [Vladimir Putin] in [2022] to discuss [international sanctions]?,b,Xi Jinping,D,d,Emmanuel Macron,0
23,TF,[Elon Musk] met [NASA Administrator Bill Nelson] in [2022] to discuss [Starship missions].,a,True,True,a,True,1
24,TF,[Mark Zuckerberg] met [Jack Dorsey] in [2021] to discuss [social media regulation].,a,True,True,a,True,1
25,MCQ,Which entrepreneur met [Jeff Bezos] in [2020] to discuss [space tourism]?,a,Richard Branson,A,a,Richard Branson,1
26,TF,[Angela Merkel] met [Justin Trudeau] in [2020] to discuss [climate change].,a,True,False,b,False,0
27,TF,[Xi Jinping] met [Joe Biden] in [2021] to discuss [global trade policies].,a,True,True,a,True,1
28,MCQ,Which tech CEO met [Elon Musk] in [2021] to discuss [AI development]?,a,Mark Zuckerberg,D,d,Satya Nadella,0
29,TF,[Tim Cook] met [Sheryl Sandberg] in [2022] to discuss [technology ethics].,a,True,False,b,False,0
