question_id,format,question,gold_letter,gold_text,model_raw,model_letter,model_text,correct
1,TF,Greek and Phoenician contact in the Mediterranean expanded maritime technology for both societies.,a,True,True,a,True,1
2,MCQ,Which interaction introduced advanced irrigation techniques from Persia into early Islamic societies?,b,Trade exchanges,B,b,Trade exchanges,1
3,TF,Chinese silk reached Rome partly because of cultural contact along the Silk Road.,a,True,True,a,True,1
4,MCQ,Which pathway linked the Mali Empire with North African Berbers; spreading Islam further south?,c,Trans-Saharan trade routes,C,c,Trans-Saharan trade routes,1
5,TF,Arab merchants helped transmit Indian numerals into European culture.,a,True,True,a,True,1
6,MCQ,Which interaction brought Greek texts into Western Europe during the Medieval period?,b,Byzantine-Islamic scholarly contact,B,b,Byzantine-Islamic scholarly contact,1
7,TF,The encounter between the Spanish and the Inca led to the exchange of crops and livestock.,a,True,True,a,True,1
8,MCQ,Which interaction spread Buddhism from India into China?,b,Trade caravans,B,b,Trade caravans,1
9,TF,Vikings influenced Eastern Europe through their river-based trade networks.,a,True,True,a,True,1
10,MCQ,Which interaction carried West African gold into European markets?,c,Caravan trade systems,C,c,Caravan trade systems,1
11,TF,The Crusades created new channels of contact between Europeans and Middle Eastern cultures.,a,True,True,a,True,1
12,MCQ,Which cultural exchange led to paper-making techniques reaching the Islamic world from China?,c,Trade-based transmission,C,c,Trade-based transmission,1
13,TF,Mongol expansion facilitated the movement of artisans across Eurasia.,a,True,True,a,True,1
14,MCQ,Which major interaction carried Islamic astronomy into medieval Spain?,b,Migration into Iberia,B,b,Migration into Iberia,1
15,TF,Bantu migrations influenced agricultural practices across sub-Saharan Africa.,a,True,True,a,True,1
16,MCQ,Which interaction connected Aboriginal Australians with Dutch explorers in the 17th century?,c,Oceanic exploration,C,c,Oceanic exploration,1
17,TF,Ottoman control of trade routes exposed Europeans to Eastern luxury goods.,a,True,True,a,True,1
18,MCQ,Which interaction helped spread Arabic mathematics to North Africa and Spain?,b,Trans-Saharan trade,B,b,Trans-Saharan trade,1
19,TF,The Polynesian expansion across the Pacific resulted in shared navigation methods among island societies.,a,True,True,a,True,1
20,MCQ,Which interaction brought European firearms into Japan during the 16th century?,b,Portuguese maritime trade,B,b,Portuguese maritime trade,1
21,TF,The spread of maize from Mesoamerica into North America was partially due to migration patterns.,a,True,True,a,True,1
22,MCQ,Which interaction allowed Roman glassware to reach ancient India?,b,Indian Ocean trade,B,b,Indian Ocean trade,1
23,TF,The Jewish diaspora contributed to cultural exchange around the Mediterranean.,a,True,True,a,True,1
24,MCQ,Which interaction spread the use of horses into Native American Plains societies?,a,Spanish colonization,A,a,Spanish colonization,1
25,TF,The Silk Road allowed Persian jewelry styles to influence Chinese artisans.,a,True,True,a,True,1
26,MCQ,Which interaction carried Roman architectural influence into Britain?,b,Colonial occupation,B,b,Colonial occupation,1
27,TF,Phoenician traders helped spread alphabetic writing to new regions.,a,True,True,a,True,1
28,MCQ,Which interaction connected Swahili coastal cities with merchants from Arabia and India?,b,Indian Ocean trade,B,b,Indian Ocean trade,1
29,TF,Russian expansion into Siberia brought contact with indigenous Siberian cultures.,a,True,True,a,True,1
30,MCQ,Which interaction carried papermaking from China into the Islamic world?,c,Trade along caravans,C,c,Trade along caravans,1
31,TF,The Columbian Exchange brought new crops like potatoes into Europe.,a,True,True,a,True,1
32,MCQ,Which interaction introduced Christianity into the Aksumite Kingdom?,a,Trade with the Roman world,A,a,Trade with the Roman world,1
33,TF,Celtic cultural elements spread across Europe partly through migration patterns.,a,True,True,a,True,1
34,MCQ,Which interaction brought porcelain from China into early Renaissance Italy?,b,Ottoman-European trade,B,b,Ottoman-European trade,1
35,TF,The expansion of the Ottoman Empire connected Southeast Europe with Middle Eastern science and art.,a,True,True,a,True,1
36,MCQ,Which interaction carried sugar cultivation techniques into the Caribbean?,a,European colonization,A,a,European colonization,1
37,TF,The Khmer Empire absorbed Indian cultural elements through trade and religious missions.,a,True,True,a,True,1
38,MCQ,Which interaction transmitted Arabic numerals into medieval Europe?,b,Trade through Islamic Spain,B,b,Trade through Islamic Spain,1
39,TF,Phoenician trade networks helped distribute bronze tools across the Mediterranean.,a,True,True,a,True,1
40,MCQ,Which interaction carried Indian spices into Roman cuisine?,c,Indian Ocean trade,C,c,Indian Ocean trade,1
41,TF,Mesopotamia and Egypt exchanged agricultural techniques and goods during ancient trade interactions.,a,True,True,a,True,1
42,TF,Norman conquest of England resulted mainly from trade agreements.,b,False,False,b,False,1
43,MCQ,The Mongol expansion influenced which culture the most through migration?,a,Chinese,B,b,Persian,0
44,TF,Trade between Italian and Ottoman merchants helped spread Renaissance art and technology.,a,True,True,a,True,1
45,TF,Spanish colonization introduced European crops and livestock to the Americas.,a,True,True,a,True,1
46,TF,Dutch traders in Japan introduced new scientific knowledge; maps; and technology.,a,True,True,a,True,1
47,TF,British colonization in India led to the introduction of a new legal system and English language education.,a,True,True,a,True,1
48,TF,American-Japanese interactions in the early 20th century were dominated by war and conflict.,a,True,False,b,False,0
49,MCQ,Which trade item was significant between Egypt and Nubia in the Bronze Age?,a,Gold and ivory,A,a,Gold and ivory,1
50,TF,Persian migration into India helped spread new scientific ideas and cultural practices.,a,True,True,a,True,1
51,TF,Roman and Carthaginian interactions were primarily military in nature during the Punic Wars.,a,True,True,a,True,1
52,TF,The Norman influence on England affected the language; law; and architecture.,a,True,True,a,True,1
53,MCQ,Italian-Ottoman trade introduced which of the following?,a,New artistic techniques,A,a,New artistic techniques,1
54,TF,Spanish colonization in the Americas did not influence local religion.,b,False,False,b,False,1
55,MCQ,Dutch-Japanese trade introduced which crops to Japan?,a,Potatoes and tobacco,A,a,Potatoes and tobacco,1
56,TF,British colonization in India impacted local education systems and governance.,a,True,True,a,True,1
57,TF,American-Japanese interactions prior to WWII were entirely peaceful.,b,False,False,b,False,1
