question_id,format,question,gold_letter,gold_text,model_raw,model_letter,model_text,correct
1,TF,Civil Rights Movement in USA and Anti-Apartheid Movement in South Africa emerged in response to racial inequality.,a,True,True,a,True,1
2,TF,Indian Independence Movement in India and Algerian War of Independence emerged in response to colonial rule.,a,True,True,a,True,1
3,TF,Women's Suffrage Movement in UK and Women's Rights Movement in USA emerged in response to gender inequality.,a,True,True,a,True,1
4,TF,Solidarity Movement in Poland and Velvet Revolution in Czechoslovakia emerged in response to authoritarian communist rule.,a,True,True,a,True,1
5,TF,Taiping Rebellion in China and Sepoy Rebellion in India were driven by economic exploitation and political oppression.,a,True,True,a,True,1
6,TF,Environmental Movement in the USA and Chipko Movement in India emerged in response to environmental degradation.,a,True,True,a,True,1
7,TF,Maoist Revolution in China and Cuban Revolution in Cuba emerged due to racial conflict.,b,False,False,b,False,1
8,TF,Arab Spring Movement in Tunisia and Egyptian Revolution emerged in response to political oppression and corruption.,a,True,True,a,True,1
9,TF,Student Movement in France (1968) and Tiananmen Square Protests in China were responses to limited political freedoms.,a,True,True,a,True,1
10,TF,Labor Movement in the UK and USA emerged due to worker exploitation and poor conditions.,a,True,True,a,True,1
11,MCQ,Which movements emerged due to colonial oppression?,b,Indian Independence and Algerian War of Independence,B,b,Indian Independence and Algerian War of Independence,1
12,MCQ,Which movements were primarily focused on racial equality?,c,Civil Rights and Anti-Apartheid Movements,C,c,Civil Rights and Anti-Apartheid Movements,1
13,MCQ,Which movements addressed gender inequality?,c,Women's Suffrage Movement (UK) and Women's Rights Movement (USA),C,c,Women's Suffrage Movement (UK) and Women's Rights Movement (USA),1
14,MCQ,Which pair of movements fought authoritarian rule?,d,Solidarity Movement and Velvet Revolution,D,d,Solidarity Movement and Velvet Revolution,1
15,MCQ,Environmental degradation was the main issue for:,c,Environmental Movement (USA) and Chipko Movement (India),C,c,Environmental Movement (USA) and Chipko Movement (India),1
16,MCQ,Maoist and Cuban Revolutions primarily addressed:,b,Land and resource inequality,B,b,Land and resource inequality,1
17,MCQ,Arab Spring and Egyptian Revolution mainly addressed:,a,Political oppression & corruption,A,a,Political oppression & corruption,1
18,MCQ,Tiananmen Square Protests and French Student Movement were about:,c,Political freedom & opposition to authoritarianism,C,c,Political freedom & opposition to authoritarianism,1
19,MCQ,Labor Movements in the UK and USA focused on:,b,Worker exploitation & unsafe conditions,B,b,Worker exploitation & unsafe conditions,1
20,MCQ,Civil Rights and Anti-Apartheid Movements were NOT focused on:,a,Gender equality,A,a,Gender equality,1
21,TF,Indian and Algerian Independence Movements successfully ended colonial rule.,a,True,True,a,True,1
22,TF,Women's Suffrage Movement in the UK successfully secured voting rights for women.,a,True,True,a,True,1
23,TF,Solidarity Movement helped end communist rule in Poland.,a,True,True,a,True,1
24,TF,Chipko Movement in India promoted industrial development.,b,False,False,b,False,1
25,TF,Cuban Revolution resulted in the establishment of a communist government.,a,True,True,a,True,1
26,TF,Arab Spring created stable democracies across all participating nations.,b,False,False,b,False,1
27,TF,Tiananmen Square Protests led to significant political reform in China.,b,False,False,b,False,1
28,TF,Labor Movements in the USA won reforms like minimum wage and safer working conditions.,a,True,True,a,True,1
29,MCQ,Which movement is associated with ending racial segregation?,c,Civil Rights Movement (USA),C,c,Civil Rights Movement (USA),1
30,MCQ,Which movement used nonviolent environmental protest?,c,Chipko Movement,C,c,Chipko Movement,1
31,MCQ,Which movements were anti-colonial?,c,Indian Independence and Algerian War of Independence,C,c,Indian Independence and Algerian War of Independence,1
32,MCQ,Which revolutions sought to redistribute land and resources?,c,Maoist Revolution in China and Cuban Revolution,C,c,Maoist Revolution in China and Cuban Revolution,1
33,MCQ,Solidarity Movement took place in which country?,c,Poland,C,c,Poland,1
34,MCQ,Chipko Movement originated in:,b,India,B,b,India,1
35,MCQ,Which movements focused on worker rights?,a,Labor Movements (UK & USA),A,a,Labor Movements (UK & USA),1
36,MCQ,Tiananmen Square Protests occurred in:,b,China,B,b,China,1
37,MCQ,Velvet Revolution took place in:,b,Czechoslovakia,B,b,Czechoslovakia,1
38,MCQ,Civil Rights and Anti-Apartheid Movements shared a focus on:,c,Racial justice,C,c,Racial justice,1
39,MCQ,Arab Spring began in:,c,Tunisia,C,c,Tunisia,1
