question_id,format,question,gold_letter,gold_text,model_raw,model_letter,model_text,correct
1,TF,The Prague Spring in Czechoslovakia and the Belarus 2020 Protests both emerged in response to the same form of Soviet-style political domination.,b,False,False,b,False,1
2,TF,The Mau Mau Uprising in Kenya and the Herero Rebellion in Namibia both emerged due to violent land alienation by European settlers.,a,True,True,a,True,1
3,TF,The Harlem Renaissance in the USA and the Latvian Singing Revolution both emerged primarily due to cultural suppression under dominant political structures.,b,False,True,a,True,0
4,MCQ,Which movements emerged due to severe cultural anxiety caused by rapid Western encroachment?,b,Boxer Rebellion & Ghost Dance Movement,B,b,Boxer Rebellion & Ghost Dance Movement,1
5,TF,The Ghost Dance Movement in the USA and the Taiping Rebellion in China both emerged from prophetic religious visions responding to crisis.,a,True,True,a,True,1
6,MCQ,Which pair of movements emerged largely due to fears of modernization destroying long-standing social hierarchies?,b,Zulu Resistance & Luddite Movement,B,b,Zulu Resistance & Luddite Movement,1
7,TF,The Arab Spring uprisings in Tunisia and Egypt both emerged due to frustration with youth unemployment and corruption.,a,True,True,a,True,1
8,TF,The Catalan Independence Movement and the Scottish Independence Movement both emerged primarily due to ethnic suppression.,b,False,False,b,False,1
9,MCQ,Which movements were driven by discontent among emerging middle classes excluded from political decision-making?,a,French Revolution & Mexican Revolution,A,a,French Revolution & Mexican Revolution,1
10,TF,The Hong Kong Umbrella Movement and the Solidarity Movement in Poland both emerged due to resistance to foreign political interference.,b,False,True,a,True,0
11,MCQ,Which two movements emerged due to mass dissatisfaction with state-protected economic monopolies?,a,Persian Tobacco Protest & Boston Tea Party,A,a,Persian Tobacco Protest & Boston Tea Party,1
12,TF,The Zulu Resistance in South Africa and the Maori Wars in New Zealand both emerged due to settler encroachment on indigenous land.,a,True,True,a,True,1
13,TF,The French May 1968 Movement and the Tiananmen Square Protests emerged due to identical economic crises that destabilized universities.,b,False,False,b,False,1
14,MCQ,Which movements were catalyzed by widespread fears that traditional values were collapsing under modernization?,d,Luddite Movement & Boxer Rebellion,D,d,Luddite Movement & Boxer Rebellion,1
15,TF,The First Intifada in Palestine and the Easter Rising in Ireland both emerged in response to direct military occupation.,a,True,False,b,False,0
16,TF,The Khilafat Movement in India and the Arab Revolt during WWI both emerged due to fears of losing pan-Islamic religious authority.,a,True,False,b,False,0
17,TF,The Mau Mau Uprising and the Rhodesian Bush War emerged due to comparable grievances about colonial-era racial privilege structures.,a,True,True,a,True,1
18,MCQ,Which movements were responses to nationalist sentiment rising inside large multi-ethnic empires?,a,Hungarian Revolution of 1848 & Arab Revolt,A,a,Hungarian Revolution of 1848 & Arab Revolt,1
19,TF,The Paris Commune and the Russian Emancipation Revolts emerged due to the same structural inequalities within feudal society.,b,False,False,b,False,1
20,MCQ,Which movements were triggered by elite-driven modernization reforms that disrupted traditional social power structures?,a,Tanzimat Reforms & Meiji Restoration,A,a,Tanzimat Reforms & Meiji Restoration,1
21,TF,The Boxer Rebellion and the Taiping Rebellion both emerged due to identical concerns about foreign Christian influence.,b,False,False,b,False,1
22,TF,The Irish Land War and the Mexican Zapatista Movement both emerged due to long-standing land inequality and dispossession.,a,True,True,a,True,1
23,MCQ,Which movements were driven by youth-centered dissatisfaction with rigid educational systems?,c,French May 1968 & Japanese Zenkyoto Movement,C,c,French May 1968 & Japanese Zenkyoto Movement,1
24,TF,The Dreyfus Affair Protests and the Anti-Apartheid Movement both emerged because of broad systemic racial discrimination.,b,False,True,a,True,0
25,TF,The Mahdist Revolution and the Taiping Rebellion both framed their uprisings as religiously mandated purifications of corrupt societies.,a,True,True,a,True,1
26,MCQ,Which movements arose from deep concerns that global economic integration would erase local traditions and autonomy?,a,Zulu Resistance & Boxer Rebellion,A,a,Zulu Resistance & Boxer Rebellion,1
27,TF,The Salt March in India and the Boston Tea Party both emerged from protest against monopolistic taxation on essential commodities.,a,True,True,a,True,1
28,TF,The Haitian Revolution and the Brazilian Malê Revolt both emerged in response to violent systems of racial enslavement.,a,True,True,a,True,1
29,MCQ,Which movements emerged from intellectual or student communities demanding political democratization?,a,Tiananmen Square & May 1968 (France),A,a,Tiananmen Square & May 1968 (France),1
30,TF,The Egyptian Urabi Revolt and the Persian Tobacco Protest both emerged due to foreign economic domination shaping domestic policy.,b,False,True,a,True,0
31,TF,The Greek War of Independence and the Serbian Uprisings both emerged due to dissatisfaction with Ottoman imperial rule.,a,True,True,a,True,1
32,MCQ,Which two movements were partially influenced by expanding global trade systems disrupting local authority structures?,a,Arab Spring & Velvet Revolution,B,b,Zulu Resistance & Boxer Rebellion,0
33,TF,The Satsuma Rebellion in Japan and the Janissary Revolt in the Ottoman Empire both emerged from military elites resisting modernization.,a,True,True,a,True,1
