question_id,template_type,question_format,question,gold_answer_letter,gold_answer_text,model_raw_answer,model_parsed_letter,model_parsed_text,is_correct
1,unknown,TF,"If Thomas Aquinas attended a seminar on Artificial Intelligence, he would likely interpret AI through the lens of theological reasoning.",a,True,True,a,True,1
2,unknown,TF,"If Ibn Sina attended a seminar on Quantum Physics, he would reject the idea of probabilistic behavior in nature.",b,False,True,a,True,0
3,unknown,TF,"If Hildegard of Bingen attended a seminar on Artificial Intelligence, she would view AI as a tool to expand human creativity.",a,True,True,a,True,1
4,unknown,TF,"If William of Ockham attended a seminar on Quantum Physics, he would likely apply the principle of simplicity to quantum interpretations.",a,True,True,a,True,1
5,unknown,TF,"If Al-Farabi attended a seminar on Artificial Intelligence, he would argue that AI cannot replicate rational human intellect.",a,True,True,a,True,1
6,unknown,TF,"If Roger Bacon attended a seminar on Quantum Physics, he would emphasize experiments to validate quantum models.",a,True,True,a,True,1
7,unknown,TF,"If Maimonides attended a seminar on Artificial Intelligence, he would consider AI decision-making equal to human reasoning.",b,False,False,b,False,1
8,unknown,TF,"If Averroes attended a seminar on Quantum Physics, he would compare quantum theories with Aristotelian motion.",a,True,False,b,False,0
9,unknown,TF,"If Geoffrey Chaucer attended a seminar on Artificial Intelligence, he would likely see AI as a storytelling assistant.",a,True,True,a,True,1
10,unknown,TF,"If Nicholas of Cusa attended a seminar on Quantum Physics, he would reject the idea of uncertainty in natural laws.",b,False,True,a,True,0
11,unknown,TF,"If Al-Kindi attended a seminar on Artificial Intelligence, he would explore mathematical structures behind AI algorithms.",a,True,True.,a,True,1
12,unknown,TF,"If Peter Abelard attended a seminar on Quantum Physics, he would reject all non-deterministic models.",b,False,False,b,False,1
13,unknown,TF,"If Bede the Venerable attended a seminar on AI, he would see AI as a tool for organizing historical information.",a,True,True,a,True,1
14,unknown,TF,"If Ramon Llull attended a seminar on Quantum Physics, he would likely create symbolic diagrams to represent quantum states.",a,True,True,a,True,1
15,unknown,TF,"If Boethius attended a seminar on Artificial Intelligence, he would argue that AI undermines human free will.",b,False,False,b,False,1
