question_id,template_type,question_format,question,gold_answer_letter,gold_answer_text,model_raw_answer,model_parsed_letter,model_parsed_text,is_correct
1,unknown,TF,"If King Louis XIV sent an envoy to the Ottoman Empire ruled by Sultan Ahmed III in 1705, it strengthened the diplomatic relations between France and the Ottoman Empire.",a,True,False,b,False,0
2,unknown,TF,King Henry VIII sent an envoy to the Holy Roman Empire ruled by Emperor Charles V in 1520 to negotiate a marriage alliance.,a,True,True,a,True,1
3,unknown,TF,"If Tsar Peter the Great sent an envoy to Qing China in 1692, it was intended to establish trade agreements.",a,True,True,a,True,1
4,unknown,TF,King George III sent an envoy to France ruled by Louis XVI in 1785 to request military support during the American Revolution.,b,False,False,b,False,1
5,unknown,TF,"If King Akbar sent an envoy to the Safavid Empire ruled by Shah Abbas I in 1610, it was for discussing regional trade routes.",a,True,False,b,False,0
6,unknown,TF,King Ferdinand II sent an envoy to England ruled by James I in 1612 to negotiate a dynastic marriage.,a,True,True,a,True,1
7,unknown,TF,King Philip II sent an envoy to the Ottoman Empire ruled by Sultan Suleiman I in 1565 to propose a military alliance.,b,False,False,b,False,1
8,unknown,TF,Tsar Nicholas I sent an envoy to Prussia ruled by Frederick William IV in 1830 to strengthen economic ties.,a,True,False,b,False,0
9,unknown,TF,King Charles VII of France sent an envoy to England ruled by Henry VI in 1445 to negotiate a ceasefire.,a,True,True,a,True,1
10,unknown,TF,"If Emperor Meiji sent an envoy to Germany ruled by Wilhelm II in 1890, it was to adopt Western military practices.",a,True,True.,a,True,1
11,unknown,MCQ,Which king sent an envoy to negotiate a treaty with the Ming Dynasty in 1403?,c,King Taejong of Joseon,C,c,King Taejong of Joseon,1
12,unknown,MCQ,King Louis XV sent an envoy to the Ottoman Empire in 1735 primarily to:,b,Establish trade relations,B,b,Establish trade relations,1
13,unknown,MCQ,King Gustav III of Sweden sent an envoy to Russia ruled by Catherine the Great in 1775 primarily to:,a,Negotiate territorial boundaries,B,b,Seek an alliance against Denmark,0
14,unknown,MCQ,Which ruler sent an envoy to the Mughal Empire in 1612?,a,King James I of England,A,a,King James I of England,1
15,unknown,MCQ,King Edward III sent an envoy to France in 1346 to:,a,Propose a peace treaty,A,a,Propose a peace treaty,1
16,unknown,TF,King Alfonso V of Portugal sent an envoy to the Kingdom of Kongo in 1491 to establish trade relations.,a,True,False,b,False,0
17,unknown,TF,"If Emperor Akbar sent an envoy to the Ottoman Empire in 1575, it was to negotiate a military alliance.",b,False,False,b,False,1
18,unknown,TF,King Charles II of England sent an envoy to France in 1670 to negotiate trade treaties.,a,True,True,a,True,1
19,unknown,TF,King Louis XVI sent an envoy to Austria in 1770 to arrange a royal marriage.,a,True,False,b,False,0
20,unknown,TF,Tsar Alexander I sent an envoy to Prussia in 1807 to discuss forming an alliance against France.,a,True,False,b,False,0
21,unknown,TF,King Henry V sent an envoy to the Holy Roman Empire in 1415 to request military aid during the Hundred Years’ War.,b,False,False,b,False,1
22,unknown,TF,King Charles I of Spain sent an envoy to England in 1525 to negotiate peace terms.,a,True,False,b,False,0
