question_id,format,question,gold_letter,gold_text,model_raw,model_letter,model_text,correct
1,TF,If the Byzantine Empire had successfully repelled the Ottoman siege in 1453; would Western Europe's Renaissance trajectory have changed significantly?,b,False,False,b,False,1
2,MCQ,If the Spanish Armada had succeeded in 1588; which long-term outcome is most plausible?,c,England becomes permanently Catholic but retains political autonomy,C,c,England becomes permanently Catholic but retains political autonomy,1
3,TF,If the Great Schism of 1054 never occurred; Christian Europe would have remained politically unified into the early modern era.,b,False,False,b,False,1
4,MCQ,If the Taiping Rebellion (1850–1864) had succeeded in overthrowing the Qing; what is the most likely regional effect?,b,European colonial influence in China expands faster,B,b,European colonial influence in China expands faster,1
5,TF,If the Mongols had successfully invaded Japan in 1281; East Asian political structures would remain unchanged.,b,False,False,b,False,1
6,MCQ,If the Abbasid Caliphate had not fragmented in the 10th century; what long-term development is most plausible?,b,The Islamic Golden Age lasts significantly longer,B,b,The Islamic Golden Age lasts significantly longer,1
7,TF,If the Polish-Lithuanian Commonwealth had not been partitioned in the late 18th century; would Russia's western expansion still have occurred?,a,True,True,a,True,1
8,MCQ,If the Mali Empire had gained direct control over Atlantic trade routes in the 15th century; what is the most likely outcome?,c,Portugal delays African coastal exploration,C,c,Portugal delays African coastal exploration,1
9,TF,If the Italian city-states had unified in the 1400s; the Renaissance would have been less influential across Europe.,a,True,False,b,False,0
10,MCQ,If the British lost the Second Boer War (1899–1902); what long-term effect is most plausible?,a,British imperial prestige weakens globally,A,a,British imperial prestige weakens globally,1
11,TF,If the Aztec Empire had centralized its tributary system more effectively before 1500; Spanish conquest would still have been inevitable.,a,True,False,b,False,0
12,MCQ,If the Mughal Empire had not declined after Aurangzeb; what is the most plausible historical effect?,a,British colonial rule in India is delayed or weakened,A,a,British colonial rule in India is delayed or weakened,1
13,TF,If the Qin Dynasty had not unified China in 221 BCE; the development of a centralized Chinese bureaucratic state would have occurred centuries later.,b,False,False,b,False,1
14,MCQ,If the Haitian Revolution (1791–1804) had been crushed early; which outcome is most plausible?,a,France strengthens its Caribbean empire,A,a,France strengthens its Caribbean empire,1
15,TF,If the Abbasid translation movement never began; medieval European scholarship would have progressed at the same pace.,b,False,False,b,False,1
16,MCQ,If Charlemagne's empire had not fragmented after his death; what long-term effect is most plausible?,b,The Papacy becomes subordinate to imperial rule,B,b,The Papacy becomes subordinate to imperial rule,1
17,TF,If the Seljuk defeat at Manzikert in 1071 never occurred; Byzantium would have regained control over the Middle East.,b,False,False,b,False,1
18,MCQ,If the Khmer Empire had maintained its irrigation systems into the 1400s; what is the most plausible outcome?,c,Angkor becomes a major Indian Ocean trading hub,C,c,Angkor becomes a major Indian Ocean trading hub,1
19,TF,If Viking settlements in North America had survived into the 1200s; European colonization patterns would remain unchanged.,b,False,False,b,False,1
20,MCQ,If the Abbasid Caliphate had developed naval dominance in the Indian Ocean; what long-term impact is most plausible?,a,European maritime exploration is delayed,C,c,The Silk Road becomes irrelevant,0
21,TF,If the Inca Empire had widespread use of iron tools; Spanish conquest would still have succeeded.,a,True,True,a,True,1
22,MCQ,If the Taft-Katsura Agreement (1905) never occurred; which outcome is most plausible?,b,U.S.–Japan relations deteriorate earlier,B,b,U.S.–Japan relations deteriorate earlier,1
23,TF,If the Abbasid revolt against the Umayyads had failed; the Islamic Golden Age would still have emerged under Umayyad rule.,b,False,False,b,False,1
24,MCQ,If sub-Saharan African kingdoms had developed gunpowder weaponry earlier than Europe; what is the most likely outcome?,d,European coastal forts fail to gain foothold,D,d,European coastal forts fail to gain foothold,1
25,TF,If the Reconquista in Spain never concluded in 1492; Iberian exploration of the Atlantic might have been significantly delayed.,a,True,True,a,True,1
26,MCQ,If the Ottoman Empire had industrialized in the early 1700s; which development becomes most plausible?,c,The Ottoman Empire becomes a naval superpower,C,c,The Ottoman Empire becomes a naval superpower,1
27,TF,If the Song Dynasty had not lost northern China to the Jin; gunpowder weaponry would have been invented much later.,b,False,False,b,False,1
28,MCQ,If the Byzantine Empire had won the Battle of Yarmouk (636 CE); which outcome is most plausible?,a,Islamic expansion into the Levant slows dramatically,A,a,Islamic expansion into the Levant slows dramatically,1
29,TF,If the Ming Dynasty had continued Zheng He's voyages beyond 1433; China's dominance in the Indian Ocean would remain unchanged.,b,False,False,b,False,1
30,MCQ,If ancient Egypt had adopted iron technology earlier; what is the most plausible outcome?,a,Egypt withstands Assyrian invasions,A,a,Egypt withstands Assyrian invasions,1
31,TF,If the Akkadian Empire had not collapsed due to drought; Mesopotamian city-state culture would have continued to evolve independently.,b,False,False,b,False,1
32,MCQ,If the Maurya Empire had not declined after Ashoka; which development is most plausible?,a,Buddhism becomes the dominant religion in South Asia,A,a,Buddhism becomes the dominant religion in South Asia,1
33,TF,If the Han Dynasty had avoided collapse in 220 CE; China’s Three Kingdoms period would still have occurred.,b,False,False,b,False,1
34,MCQ,If the Achaemenid Empire had won the Greco-Persian Wars; which long-term outcome is most plausible?,a,Greek philosophy spreads under Persian patronage,A,a,Greek philosophy spreads under Persian patronage,1
35,TF,If the Shang Dynasty had not fallen to the Zhou; Chinese feudalism would never have developed.,b,False,False,b,False,1
36,MCQ,If the Roman Senate had prevented Julius Caesar's rise to power; which development becomes most plausible?,a,The Roman Republic survives significantly longer,A,a,The Roman Republic survives significantly longer,1
37,TF,If the Minoan civilization had not collapsed around 1450 BCE; Mycenaean dominance would still have emerged.,b,False,False,b,False,1
38,MCQ,If the Umayyad Caliphate had won the Battle of Tours (732 CE); what is the most likely consequence?,a,Islamic influence expands deeper into Western Europe,A,a,Islamic influence expands deeper into Western Europe,1
39,TF,If the Phoenicians had not developed advanced shipbuilding; Mediterranean trade networks would remain as interconnected as they became historically.,b,False,False,b,False,1
