question_id,format,question,gold_letter,gold_text,model_raw,model_letter,model_text,correct
1,TF,The Launch of the first iPod happened before the Release of the first iPhone by Apple Inc..,b,False,True,a,True,0
2,TF,The Development of mRNA COVID-19 vaccines happened before the Invention of the quantum computer.,b,False,False,b,False,1
3,TF,The Introduction of the first cloud storage services happened before the Invention of the smartwatch.,a,True,True,a,True,1
4,TF,The Creation of the World Wide Web happened before the Invention of the first 3D printer.,a,True,False,b,False,0
5,TF,The Invention of the first search engine (Archie) happened before the Invention of the first 3D printer.,b,False,False,b,False,1
6,TF,The Development of the World Wide Web happened before the Invention of the first 3D printer.,b,False,False,b,False,1
7,TF,The Invention of the Large Hadron Collider happened before the Introduction of the first iPhone.,a,True,False,b,False,0
8,TF,The Invention of the microprocessor happened before the Launch of the first communication satellite.,b,False,False,b,False,1
9,TF,The Invention of the first tablet happened before the Launch of the first commercial satellite for internet services.,b,False,True,a,True,0
10,TF,The Development of the World Wide Web happened before the Invention of the World Wide Web.,b,False,False,b,False,1
11,TF,The Introduction of 4G mobile technology happened before the Invention of the mp3 player.,b,False,False,b,False,1
12,TF,The Discovery of penicillin happened before the Discovery of Penicillin.,b,False,False,b,False,1
13,TF,The Invention of the microprocessor happened before the Human landing on the Moon.,b,False,False,b,False,1
14,TF,The Invention of the first commercial tablet computer (iPad) happened before the Launch of the first iPod.,b,False,False,b,False,1
15,TF,The Introduction of the smartphone happened before the Launch of YouTube.,b,False,False,b,False,1
16,TF,The Human landing on the Moon happened before the First Human Moon Landing.,b,False,False,b,False,1
17,TF,The Moon landing happened before the First human moon landing.,b,False,False,b,False,1
18,TF,The Invention of the quantum computer happened before the Opening of the Large Hadron Collider.,b,False,True,a,True,0
19,TF,The Launch of the Large Hadron Collider happened before the The Human Genome Project completed.,a,True,False,b,False,0
20,TF,The Creation of the World Wide Web happened before the Invention of the World Wide Web by Tim Berners-Lee.,b,False,False,b,False,1
21,TF,The Human landing on the Moon happened before the Launch of the first communication satellite.,b,False,False,b,False,1
22,TF,The Invention of the smartwatch happened before the Launch of the Large Hadron Collider.,b,False,True,a,True,0
23,TF,The Introduction of 4G technology happened before the Invention of the Foldable Smartphone.,b,False,True,a,True,0
24,TF,The Release of the first iPhone by Apple Inc. happened before the Invention of the first modern smartphone.,b,False,False,b,False,1
25,TF,The Opening of the Large Hadron Collider happened before the Invention of the first commercial tablet computer (iPad).,b,False,True,a,True,0
26,TF,The Launch of the first ICBM (Intercontinental Ballistic Missile) happened before the Invention of the microprocessor.,b,False,True,a,True,0
27,TF,The Launch of the first commercial satellite for internet services happened before the Launch of YouTube.,a,True,True,a,True,1
28,TF,The First human moon landing happened before the Introduction of the first mobile phone.,a,True,True,a,True,1
29,TF,The Invention of the World Wide Web happened before the Invention of the World Wide Web.,b,False,False,b,False,1
30,TF,The Invention of the Microprocessor happened before the Invention of the DVD player.,b,False,True,a,True,0
31,TF,The Introduction of 4G technology happened before the Launch of the Large Hadron Collider.,b,False,False,b,False,1
32,TF,The Creation of the World Wide Web happened before the Invention of the World Wide Web.,a,True,False,b,False,0
33,TF,The Invention of CRISPR gene editing happened before the Invention of the smartwatch.,b,False,False,b,False,1
34,TF,The Invention of Wi-Fi happened before the Invention of the mp3 player.,a,True,True,a,True,1
35,TF,The First human gene cloning happened before the Invention of the first commercial online search engine.,a,True,True,a,True,1
36,TF,The Launch of the first communication satellite happened before the Moon landing.,b,False,True,a,True,0
37,TF,The Discovery of Penicillin happened before the Invention of the Synthetic Dye.,a,True,False,b,False,0
38,TF,The Development of mRNA COVID-19 vaccines happened before the Introduction of 5G networks.,a,True,False,b,False,0
39,TF,The Introduction of the first mobile phone happened before the First man on the Moon.,b,False,False,b,False,1
40,TF,The First powered flight by the Wright brothers happened before the First successful powered flight.,b,False,False,b,False,1
41,TF,The First man on the Moon happened before the Human landing on the Moon.,b,False,False,b,False,1
42,TF,The Moon landing happened before the Invention of the microprocessor.,a,True,True,a,True,1
43,TF,The Invention of the microprocessor happened before the Introduction of the first mobile phone.,b,False,True,a,True,0
44,TF,The Invention of the Foldable Smartphone happened before the Discovery of the Higgs boson.,a,True,False,b,False,0
45,TF,The First successful powered flight happened before the First successful powered airplane flight.,b,False,True,a,True,0
46,TF,The Invention of the electric vehicle happened before the Introduction of the first cloud storage services.,b,False,True,a,True,0
47,TF,The Invention of the first commercial online search engine happened before the Release of Windows 95 by Microsoft.,b,False,True,a,True,0
48,TF,The Launch of the first communication satellite happened before the First man on the Moon.,b,False,True,a,True,0
49,TF,The Introduction of the smartphone happened before the Launch of the first iPod.,b,False,True,a,True,0
50,TF,The Invention of the mp3 player happened before the Release of Windows 95 by Microsoft.,b,False,False,b,False,1
51,TF,The Introduction of the smartphone happened before the Introduction of the first iPhone.,b,False,True,a,True,0
