question_id,format,question,gold_letter,gold_text,model_raw,model_letter,model_text,correct
1,TF,The Great Hanshin Earthquake occurred before the China Airlines Flight 611 and after the SilkAir Flight 185.,b,False,False,b,False,1
2,TF,The ANZUS Treaty Suspension occurred before the Vietnam Joins ASEAN and after the Execution of Barlow and Chambers.,a,True,True,a,True,1
3,TF,The China Hosts the Olympic Games occurred before the Grenfell Tower Fire and after the Hurricane Sandy.,b,False,False,b,False,1
4,TF,The Fall of Blaise Compaoré occurred before the Protests Against Corruption and Unemployment and after the Hurricane Sandy.,a,True,True,a,True,1
5,TF,The Independence from Britain occurred before the Emergency Declared by Indira Gandhi and after the Creation of the Canadian Flag.,b,False,False,b,False,1
6,TF,The Green Movement occurred before the Emperor Akihito's Abdication and after the Austerity Measures During Crisis.,b,False,True,a,True,0
7,TF,The Formation of Federation of Malaya occurred before the April Revolution and after the Independence from British Rule.,b,False,False,b,False,1
8,TF,The Battle of Singapore occurred before the Signing of the ANZUS Treaty and after the Internment of Japanese Canadians.,a,True,False,b,False,0
9,TF,The Finnish Civil War occurred before the Discovery of Penicillin and after the Jallianwala Bagh Massacre.,b,False,False,b,False,1
10,TF,The Saudi Recognition of Pakistan occurred before the Newfoundland Joins Canada and after the First Indochina War Begins.,a,True,True,a,True,1
11,TF,The Cable Car Disaster occurred before the Siachen Glacier Conflict and after the Idi Amin's Regime.,a,True,False,b,False,0
12,TF,The UK Hosts the G8 Summit occurred before the Cyclone Idai and after the First Democratic Elections.,b,False,True,a,True,0
13,TF,The Vietnam Joins the World Trade Organization occurred before the Panama Papers Case & Disqualification of PM Nawaz Sharif and after the Victory over Terrorism Day.,b,False,False,b,False,1
14,TF,The New Zealand's First Female Prime Minister occurred before the Sidoarjo Mud Flow and after the Barcelona Olympics.,a,True,True,a,True,1
15,TF,The Kandahar Hijacking (IC 814) occurred before the Tsunami Disaster and after the September 11 Attacks.,b,False,False,b,False,1
16,TF,The Historic US Presidential Visit to Vietnam occurred before the Presidential Transition and after the Charlottesville Rally and Violence.,b,False,True,a,True,0
17,TF,The Introduction of UPI (Unified Payment Interface) occurred before the US Withdrawal from the JCPOA and after the Imran Khan Elected as Prime Minister.,b,False,False,b,False,1
18,TF,The Khashoggi Assassination occurred before the Women Allowed to Drive and after the 18th Amendment to the Constitution.,a,True,False,b,False,0
19,TF,The THAAD Deployment Controversy occurred before the Launch of James Webb Space Telescope and after the Women's Rights March.,b,False,True,a,True,0
20,TF,The Scottish Independence Referendum occurred before the Khashoggi Assassination and after the L'Aquila Earthquake.,a,True,True,a,True,1
21,TF,The Law of Historical Memory occurred before the Catalan Independence Referendum and after the London Underground Bombings.,a,True,True,a,True,1
22,TF,The Entry into the European Union occurred before the Homosexual Law Reform Act and after the Nationalization in Pakistan.,a,True,True,a,True,1
23,TF,The Namibian Independence occurred before the Motorway Network Development and after the Pakistan International Airlines Flight 268.,b,False,False,b,False,1
24,TF,The Economic Development occurred before the Independence from Britain and after the Formation of Malaysia.,a,True,False,b,False,0
25,TF,The The Beatles' Rise to Fame occurred before the Separation and Independence and after the Baghdad Pact.,a,True,True,a,True,1
26,TF,The Battle of Singapore occurred before the Joining of Newfoundland and after the Founding of the People's Republic of China.,b,False,False,b,False,1
27,TF,The India's Demonetisation Campaign occurred before the Appointment of Abiy Ahmed and after the Fort McMurray Wildfire.,a,True,True,a,True,1
28,TF,The Creation of Pakistan occurred before the Compulsory Military Training Introduced and after the Formation of the United Malays National Organisation.,a,True,True,a,True,1
29,TF,The Battle of Singapore occurred before the Australian Citizenship Act and after the Lahore Resolution (Pakistan Resolution).,a,True,True,a,True,1
30,TF,The Moscow Conference of Foreign Ministers occurred before the Signing of the Treaty of Rome and after the Creation of the Commonwealth of Nations.,b,False,True,a,True,0
31,TF,The Formation of the Viet Minh occurred before the Baghdad Pact and after the Sook Ching Massacre.,b,False,False,b,False,1
32,TF,The Nazi Germany Invades the Soviet Union occurred before the Death of Joseph Stalin and after the Saudi Recognition of Pakistan.,b,False,False,b,False,1
33,TF,The Statute of Westminster occurred before the Lapland War and after the First Constitution of Maldives.,b,False,False,b,False,1
34,TF,The THAAD Deployment Controversy occurred before the Supreme Court Verdict on Ayodhya and after the Beslan School Siege.,a,True,True,a,True,1
35,TF,The Sidoarjo Mud Flow occurred before the Pulwama Terrorist Attack and after the Tsunami Disaster.,a,True,True,a,True,1
36,TF,The Quit India Movement occurred before the Sultanate Abolished and Restored and after the University of Malaya Formation.,b,False,False,b,False,1
37,TF,The Australia's First Female Prime Minister occurred before the Brexit Referendum and after the Second Nuclear Test.,a,True,True,a,True,1
38,TF,The Cripps Mission occurred before the Internment of Japanese Canadians and after the Siege of Leningrad.,a,True,False,b,False,0
39,TF,The Apology to the Stolen Generations occurred before the Emperor Akihito's Abdication and after the ISIS Captures Mosul.,b,False,False,b,False,1
40,TF,The 18th Amendment to the Constitution occurred before the Wenzhou Train Collision and after the Vietnam's First Communication Satellite.,a,True,False,b,False,0
41,TF,The Independence from Sudan occurred before the Pulwama Terrorist Attack and after the Women Allowed to Drive.,b,False,False,b,False,1
42,TF,The Wenzhou Train Collision occurred before the AirAsia Flight QZ8501 and after the Shanghai Cooperation Organization Establishment.,a,True,True,a,True,1
43,TF,The London Underground Bombings occurred before the Theresa May becomes Prime Minister and after the Boko Haram Insurgency Intensifies.,b,False,False,b,False,1
44,TF,The Vietnam Hosts APEC Summit occurred before the Pulwama Terrorist Attack and after the National Action Plan Against Terrorism.,a,True,True,a,True,1
45,TF,The Union of Tanganyika and Zanzibar occurred before the Idi Amin's Regime and after the Osaka Expo '70.,b,False,False,b,False,1
46,TF,The First Gulf War occurred before the Moscow Theater Hostage Crisis and after the Oka Crisis.,b,False,False,b,False,1
47,TF,The August Revolution occurred before the Compulsory Military Training Introduced and after the Japanese Occupation of Vietnam.,a,True,True,a,True,1
48,TF,The Boko Haram Insurgency Intensifies occurred before the Women's Rights March and after the Introduction of UPI (Unified Payment Interface).,b,False,False,b,False,1
49,TF,The Establishment of the Juche Ideology occurred before the Establishment of the National Liberation Front and after the Victory in the Great Patriotic War.,a,True,True,a,True,1
50,TF,The Women's Suffrage Achieved occurred before the Formation of the USSR and after the Battle of Vimy Ridge.,a,True,True,a,True,1
51,TF,The Currency Convertibility Introduced occurred before the Cyclone Idai and after the Benazir Income Support Programme Launch.,a,True,False,b,False,0
52,TF,The Division of Korea occurred before the Algerian War of Independence and after the Lahore Resolution (Pakistan Resolution).,a,True,True,a,True,1
53,TF,The First Democratic Elections occurred before the Pulwama Terrorist Attack and after the Victory over Terrorism Day.,b,False,False,b,False,1
54,TF,The First Indochina War Begins occurred before the Khrushchev's Secret Speech and after the Establishment of the Republic of Korea.,b,False,False,b,False,1
55,TF,The Japanese Occupation of Malaya occurred before the Korean War Involvement and after the Japanese Occupation of Malaya.,a,True,False,b,False,0
56,TF,The Financial Crisis in Russia occurred before the Joseph Kony Insurgency Declines and after the Vancouver Winter Olympics.,b,False,False,b,False,1
57,TF,The Presidential Transition occurred before the Hirak Protest Movement and after the Malaysia Airlines Flight MH370 Disappearance.,a,True,False,b,False,0
58,TF,The Establishment of the Juche Ideology occurred before the Tokyo Olympics and after the Establishment of the Fifth Republic.,b,False,False,b,False,1
59,TF,The London Underground Bombings occurred before the Catalan Independence Referendum and after the Fall of Gaddafi.,b,False,False,b,False,1
60,TF,The Nationalization of Oil Industry occurred before the Independence from France and after the Korean War Involvement.,a,True,False,b,False,0
61,TF,The Green Movement occurred before the Citizenship Amendment Act (CAA) Implementation and after the Theresa May becomes Prime Minister.,b,False,False,b,False,1
62,TF,The New Zealand Signs Kyoto Protocol occurred before the Moscow Theater Hostage Crisis and after the Motorway Network Development.,a,True,True,a,True,1
63,TF,The Shanghai World Expo occurred before the Death of Islam Karimov and after the Second Nuclear Test.,a,True,True,a,True,1
64,TF,The Foreshore and Seabed Controversy occurred before the Right to Information Act Enacted and after the Saudi Arabia Joins the WTO.,b,False,False,b,False,1
65,TF,The Introduction of Modern Education occurred before the National Party Founded and after the Reserve Bank of India (RBI).,b,False,False,b,False,1
66,TF,The Women's Suffrage Achieved occurred before the Battle of Vimy Ridge and after the Constitutional Revolution.,b,False,False,b,False,1
67,TF,The Abolition of FATA occurred before the Decriminalization of Homosexuality and after the Tigray Conflict Begins.,b,False,False,b,False,1
68,TF,The Moscow Theater Hostage Crisis occurred before the Costa Concordia Shipwreck and after the Nirbhaya Case.,b,False,False,b,False,1
69,TF,The September 11 Attacks occurred before the Sidoarjo Mud Flow and after the Hurricane Katrina.,b,False,False,b,False,1
