question_id,template_type,question_format,question,gold_answer_letter,gold_answer_text,model_raw_answer,model_parsed_letter,model_parsed_text,is_correct
1,unknown,TF,Benin was established before Eswatini and after Central African Republic.,a,True,True,a,True,1
2,unknown,TF,Chad was established before Botswana and after Maldives.,b,False,True,a,True,0
3,unknown,TF,Laos was established before Eswatini and after Cambodia.,a,True,True,a,True,1
4,unknown,TF,Central African Republic was established before Fiji and after Niger.,b,False,True,a,True,0
5,unknown,TF,Nigeria was established before Algeria and after Burkina Faso.,b,False,False,b,False,1
6,unknown,TF,Algeria was established before Jamaica and after Malaysia.,a,True,True,a,True,1
7,unknown,TF,Angola was established before Brunei and after Bangladesh.,a,True,True,a,True,1
8,unknown,TF,China was established before Malaysia and after Lebanon.,a,True,True,a,True,1
9,unknown,TF,Madagascar was established before Maldives and after Chad.,a,True,False,b,False,0
10,unknown,TF,Estonia was established before Azerbaijan and after Kazakhstan.,a,True,True.,a,True,1
11,unknown,TF,Nauru was established before Grenada and after Gambia.,a,True,True,a,True,1
12,unknown,TF,Ghana was established before Mauritius and after Barbados.,b,False,True,a,True,0
13,unknown,TF,Gabon was established before Eswatini and after Maldives.,b,False,True,a,True,0
14,unknown,TF,Nauru was established before Guinea-Bissau and after Botswana.,a,True,True,a,True,1
15,unknown,TF,Malta was established before Fiji and after Maldives.,b,False,True,a,True,0
16,unknown,TF,Madagascar was established before Jamaica and after Cambodia.,a,True,False,b,False,0
17,unknown,TF,Mauritania was established before Bahrain and after Mauritius.,b,False,True,a,True,0
18,unknown,TF,Austria was established before Jamaica and after Kuwait.,b,False,False,b,False,1
19,unknown,TF,Malta was established before Iran and after Grenada.,b,False,False,b,False,1
20,unknown,TF,Barbados was established before Bangladesh and after Ghana.,a,True,True,a,True,1
21,unknown,TF,Burundi was established before Gambia and after Libya.,a,True,True,a,True,1
22,unknown,TF,Iran was established before Lithuania and after Cape Verde.,a,True,False,b,False,0
23,unknown,TF,Ghana was established before Burkina Faso and after Benin.,b,False,True,a,True,0
24,unknown,TF,Madagascar was established before Guinea-Bissau and after Kenya.,b,False,True,a,True,0
25,unknown,TF,Libya was established before Nigeria and after Laos.,b,False,True,a,True,0
